Complaint ID,Company Response to Consumer,Timely Response,Consumer Disputed
1025471,Closed with non-monetary relief,Yes,No
988023,Closed with explanation,Yes,No
1025237,Closed with explanation,Yes,No
1018705,Closed with explanation,Yes,No
997649,Closed with explanation,Yes,No
1025249,Closed with explanation,Yes,No
1011819,Closed with explanation,Yes,No
1004702,Closed with explanation,No,
988024,Closed with non-monetary relief,Yes,No
1025250,Closed with explanation,Yes,No
981630,Closed with explanation,Yes,No
997672,Closed with explanation,Yes,Yes
1025340,Closed with explanation,Yes,No
1011826,Untimely response,No,
989319,Closed with non-monetary relief,Yes,No
982205,Closed with explanation,Yes,No
982118,Closed with explanation,Yes,No
1011835,Closed with explanation,Yes,Yes
987995,Closed with explanation,No,No
1017823,Closed with explanation,No,Yes
1011841,Closed with non-monetary relief,Yes,No
996520,Closed with explanation,Yes,No
997684,Closed with explanation,Yes,No
1031967,Closed with explanation,Yes,No
1018733,Closed with explanation,Yes,No
989328,Closed with explanation,Yes,No
1004728,Closed with explanation,Yes,Yes
982206,Closed with explanation,Yes,No
997688,Closed with non-monetary relief,Yes,No
997697,Closed with explanation,Yes,No
988039,Closed with non-monetary relief,Yes,No
989348,Closed with explanation,Yes,No
1004743,Closed with explanation,Yes,Yes
1004746,Closed with explanation,Yes,No
996461,Closed with non-monetary relief,Yes,Yes
1025861,Closed with explanation,Yes,No
983346,Closed with explanation,Yes,No
1004756,Closed with monetary relief,Yes,No
982244,Closed,Yes,No
997709,Closed with explanation,Yes,No
1004757,Closed with explanation,Yes,No
981518,Closed with explanation,Yes,Yes
982249,Closed with explanation,Yes,No
1018749,Closed with explanation,Yes,No
997714,Closed with explanation,Yes,Yes
1019396,Closed with explanation,Yes,No
982256,Closed with explanation,Yes,Yes
1025879,Closed with explanation,Yes,No
1025881,Closed with explanation,Yes,No
983592,Closed with explanation,Yes,No
1011902,Closed with non-monetary relief,Yes,Yes
996330,Closed with explanation,Yes,Yes
982272,Closed with explanation,Yes,Yes
983084,Closed with monetary relief,Yes,No
1003275,Closed with explanation,Yes,Yes
1025894,Closed with explanation,Yes,No
996427,Closed with monetary relief,Yes,No
981747,Closed with explanation,Yes,No
1018760,Closed with explanation,Yes,No
996387,Closed with monetary relief,Yes,No
1018769,Closed with explanation,Yes,No
1025833,Closed with explanation,Yes,No
1025835,Closed with explanation,Yes,No
1004798,Closed,Yes,No
1011931,Closed with explanation,Yes,No
989338,Closed with explanation,Yes,No
1004796,Closed with explanation,Yes,No
997752,Closed with explanation,Yes,No
1025911,Closed with explanation,Yes,No
1004815,Closed with explanation,Yes,Yes
997769,Closed with non-monetary relief,Yes,No
1012902,Closed with explanation,Yes,No
1004816,Closed with explanation,Yes,Yes
1025920,Closed with non-monetary relief,Yes,No
1025921,Closed with non-monetary relief,Yes,No
1011960,Closed with explanation,Yes,No
1025922,Closed with explanation,Yes,No
997773,Closed with explanation,Yes,No
996389,Closed with non-monetary relief,Yes,No
1012904,Closed with explanation,Yes,No
1025926,Closed with explanation,Yes,No
1025929,Closed with monetary relief,Yes,Yes
1012067,Closed with explanation,Yes,No
1019405,Closed with explanation,Yes,No
1004833,Closed with explanation,Yes,No
996368,Closed with explanation,Yes,Yes
998272,Closed with explanation,Yes,No
997792,Closed with explanation,Yes,No
1018906,Closed,Yes,No
1018800,Closed with non-monetary relief,Yes,No
981674,Closed with monetary relief,Yes,No
982338,Closed with explanation,Yes,No
1011996,Closed with explanation,Yes,No
1004853,Closed,Yes,Yes
997800,Closed with monetary relief,Yes,No
981758,Closed with explanation,Yes,No
989428,Closed with explanation,Yes,No
1011943,Closed with explanation,Yes,No
1027310,Closed with explanation,Yes,Yes
982355,Closed with explanation,Yes,No
1013044,Closed with explanation,Yes,No
982356,Closed with explanation,Yes,No
989435,Closed with monetary relief,Yes,No
997818,Closed with explanation,Yes,Yes
1026282,Closed with explanation,Yes,No
1004875,Closed with explanation,Yes,Yes
1002956,Closed with explanation,Yes,No
1004878,Closed with explanation,Yes,No
989441,Closed with explanation,Yes,No
1018802,Closed with explanation,Yes,No
1019479,Closed with explanation,Yes,Yes
981764,Closed with explanation,Yes,No
1025962,Closed with monetary relief,Yes,No
1026522,Closed with explanation,Yes,No
1004888,Closed with non-monetary relief,Yes,No
1026419,Closed with explanation,Yes,Yes
983352,Closed with explanation,No,No
1004890,Closed with explanation,Yes,No
1018821,Closed with explanation,Yes,No
996401,Closed with non-monetary relief,Yes,No
989453,Closed with monetary relief,Yes,No
1012051,Closed with explanation,Yes,No
1018824,Closed with explanation,Yes,No
1018825,Closed with explanation,Yes,No
982388,Closed with non-monetary relief,Yes,No
989458,Closed with explanation,Yes,No
982864,Closed with explanation,Yes,No
1019533,Closed with non-monetary relief,Yes,No
981514,Closed with explanation,Yes,Yes
982393,Closed with explanation,Yes,No
1026193,Closed with explanation,Yes,No
1026261,Closed with explanation,Yes,No
1002889,Closed with explanation,Yes,Yes
997852,Closed with explanation,Yes,No
1018832,Closed with explanation,Yes,No
982397,Closed with explanation,Yes,No
1026169,Closed with explanation,Yes,No
1011450,Closed with explanation,Yes,Yes
982401,Closed with explanation,Yes,No
997856,Closed with explanation,Yes,No
982407,Closed with explanation,Yes,No
989476,Closed with explanation,Yes,No
1004918,Closed with explanation,Yes,No
1019389,Closed with explanation,Yes,Yes
989477,Closed with explanation,Yes,No
1011435,Closed,Yes,No
1018853,Closed with explanation,Yes,Yes
989493,Closed with explanation,Yes,No
1012091,Closed with explanation,Yes,Yes
997881,Closed with explanation,Yes,No
1012094,Closed with explanation,Yes,No
1018856,Closed with non-monetary relief,Yes,Yes
997884,Closed with explanation,Yes,No
982427,Closed with explanation,Yes,No
1025998,Closed with non-monetary relief,Yes,No
982430,Closed with explanation,Yes,No
1013143,Closed with non-monetary relief,Yes,No
981626,Closed with explanation,Yes,Yes
1027444,Closed with explanation,Yes,Yes
997589,Closed with explanation,Yes,No
996405,Closed with explanation,Yes,Yes
997890,Closed with explanation,Yes,Yes
997892,Closed with explanation,Yes,Yes
989507,Closed,Yes,No
982438,Closed with explanation,Yes,No
1013019,Closed with monetary relief,Yes,No
997899,Closed with explanation,Yes,No
1004973,Closed with explanation,Yes,No
1018861,Closed with explanation,Yes,No
1026027,Closed with non-monetary relief,Yes,No
1003113,Closed,Yes,No
1012124,Closed with monetary relief,Yes,Yes
989520,Closed with explanation,Yes,No
982459,Closed with explanation,Yes,No
1012135,Closed with explanation,Yes,No
1026045,Closed with explanation,Yes,No
1018889,Closed with explanation,Yes,No
997765,Closed with explanation,No,
1004993,Closed with non-monetary relief,Yes,No
1012987,Closed with explanation,Yes,No
989532,Closed with monetary relief,Yes,No
997933,Closed with non-monetary relief,Yes,No
1018903,Closed,Yes,No
988673,Closed with non-monetary relief,Yes,No
1013165,Closed with explanation,Yes,No
1026071,Closed with non-monetary relief,Yes,No
997940,Closed with non-monetary relief,Yes,No
997941,Closed with non-monetary relief,Yes,No
997943,Closed with explanation,Yes,No
1005010,Closed with monetary relief,Yes,No
982495,Closed with explanation,Yes,Yes
1013141,Closed with explanation,Yes,No
997948,Closed with explanation,Yes,Yes
997949,Closed with explanation,Yes,No
989631,Closed with explanation,Yes,Yes
1019404,Closed with explanation,Yes,Yes
988674,Closed with explanation,Yes,Yes
1018924,Closed,Yes,No
1005597,Closed with explanation,Yes,No
989552,Closed with explanation,Yes,No
998276,Closed with explanation,Yes,Yes
982504,Closed with explanation,Yes,No
1005604,Closed with explanation,Yes,No
1012173,Closed with explanation,Yes,No
982512,Closed with non-monetary relief,Yes,No
1005051,Closed with non-monetary relief,Yes,No
1018932,Closed with non-monetary relief,Yes,No
1027366,Closed with explanation,Yes,No
1018933,Closed with non-monetary relief,Yes,No
989567,Closed with explanation,Yes,Yes
989568,Closed with explanation,Yes,No
1005621,Closed with monetary relief,Yes,No
989860,Closed with explanation,Yes,No
1005626,Closed with non-monetary relief,Yes,No
1019852,Closed with explanation,Yes,No
1018882,Closed with explanation,Yes,No
1018916,Closed with explanation,Yes,No
1013095,Closed with explanation,Yes,No
982539,Closed with non-monetary relief,Yes,No
1005122,Closed with explanation,Yes,No
982541,Closed with explanation,Yes,No
1018945,Closed with non-monetary relief,Yes,No
1026087,Closed with non-monetary relief,Yes,No
1018953,Closed with explanation,Yes,No
1005738,Closed with non-monetary relief,Yes,No
1005094,Closed with explanation,Yes,No
1005286,Closed with explanation,Yes,Yes
1005179,Closed with explanation,Yes,No
1005639,Closed with explanation,Yes,Yes
981567,Closed with explanation,Yes,No
981786,Closed with explanation,Yes,Yes
1005644,Closed with explanation,Yes,No
989883,Closed with non-monetary relief,Yes,No
1018905,Closed with explanation,Yes,No
1005282,Closed with explanation,Yes,No
1012226,Closed with explanation,Yes,Yes
1012227,Closed with explanation,Yes,No
1005331,Closed with non-monetary relief,Yes,No
1012230,Closed with explanation,Yes,No
1017934,Closed with explanation,Yes,No
1026157,Closed with non-monetary relief,Yes,No
1005657,Closed with non-monetary relief,Yes,No
990275,Closed with explanation,Yes,No
1012886,Closed with explanation,Yes,No
1012254,Closed with explanation,Yes,No
1018982,Closed with explanation,Yes,Yes
982573,Closed with explanation,Yes,No
1026166,Closed with explanation,Yes,No
1005663,Closed with explanation,Yes,Yes
1026174,Closed with explanation,Yes,No
990282,Closed with explanation,Yes,No
1005935,Closed with explanation,Yes,No
990288,Closed with explanation,Yes,No
990289,Closed with explanation,Yes,No
1019463,Closed with explanation,Yes,Yes
1018996,Closed with explanation,Yes,No
1005668,Closed with explanation,Yes,No
990079,Closed with explanation,Yes,Yes
1005032,Closed with explanation,Yes,No
1027331,Closed with explanation,Yes,No
990294,Closed with monetary relief,Yes,No
990295,Closed with explanation,Yes,No
990296,Closed with non-monetary relief,Yes,No
1005112,Closed with explanation,Yes,Yes
982604,Closed with explanation,Yes,No
990298,Closed with explanation,Yes,No
1013033,Closed with explanation,Yes,Yes
1005680,Closed with explanation,Yes,Yes
1019802,Closed with explanation,Yes,Yes
1019011,Closed,Yes,No
1026205,Closed with explanation,Yes,No
1012275,Closed with explanation,Yes,Yes
1027337,Closed with explanation,Yes,No
1005688,Closed with explanation,Yes,Yes
1027339,Closed with non-monetary relief,Yes,No
989865,Closed with explanation,Yes,Yes
1019018,Closed,No,No
1019019,Closed with explanation,Yes,No
1005165,Closed with explanation,Yes,No
1026219,Closed with explanation,Yes,No
1012288,Closed with explanation,Yes,Yes
1012172,Closed with explanation,Yes,No
990015,Closed with non-monetary relief,Yes,No
982637,Closed with explanation,Yes,No
1012186,Closed with explanation,Yes,No
983106,Closed with explanation,Yes,Yes
1012341,Closed with monetary relief,Yes,No
982643,Closed with explanation,Yes,No
1012353,Closed with explanation,Yes,No
1005709,Closed with explanation,Yes,Yes
982648,Closed with explanation,Yes,No
982650,Closed with explanation,Yes,No
1005698,Closed with non-monetary relief,Yes,No
1019034,Closed with explanation,Yes,No
1012307,Closed with explanation,Yes,No
1026254,Closed with monetary relief,Yes,No
1005717,Closed with explanation,Yes,Yes
990328,Closed with explanation,No,
990084,Closed with explanation,Yes,No
1005727,Closed with explanation,Yes,No
990331,Closed,Yes,No
1005740,Closed with explanation,Yes,No
1027455,Closed with explanation,Yes,Yes
982696,Closed with explanation,Yes,No
1026283,Closed with monetary relief,Yes,No
992368,Closed with explanation,Yes,Yes
990345,Closed with explanation,Yes,No
990346,Closed with explanation,Yes,No
1026295,Closed with explanation,Yes,No
1026233,Closed with explanation,Yes,No
982717,Closed,Yes,No
1005770,Closed with explanation,Yes,No
990351,Closed with explanation,Yes,No
1026313,Closed with explanation,Yes,Yes
1013122,Closed with explanation,Yes,Yes
990356,Closed with explanation,Yes,No
1005777,Closed with non-monetary relief,Yes,No
1012372,Closed,Yes,No
990360,Closed with explanation,Yes,No
982747,Closed with explanation,No,No
989879,Closed with explanation,Yes,No
1026331,Closed with explanation,Yes,No
982748,Closed with explanation,Yes,Yes
1012389,Closed with explanation,Yes,No
990651,Closed with explanation,Yes,No
1026273,Closed with explanation,Yes,Yes
1005345,Closed with explanation,Yes,No
1012406,Closed with explanation,Yes,No
990562,Closed with monetary relief,Yes,No
982771,Closed with non-monetary relief,Yes,Yes
1005797,Closed with explanation,Yes,No
1019462,Closed with explanation,Yes,No
1012387,Closed with explanation,Yes,No
990682,Closed with explanation,Yes,No
1026351,Closed with explanation,Yes,No
1019383,Closed with monetary relief,Yes,Yes
1012415,Closed with explanation,Yes,No
1005800,Closed with explanation,Yes,No
1026356,Closed with explanation,Yes,No
981682,Closed with non-monetary relief,Yes,No
1026361,Closed with explanation,Yes,Yes
1005806,Closed with explanation,Yes,No
1019110,Closed with explanation,Yes,Yes
1019111,Closed with explanation,Yes,No
1026358,Closed with explanation,Yes,No
1005812,Closed with explanation,Yes,No
1012428,Closed with monetary relief,Yes,No
982749,Closed with explanation,Yes,No
1012437,Closed with explanation,Yes,Yes
1019126,Closed with explanation,Yes,No
983286,Closed with explanation,Yes,No
1013055,Closed,Yes,No
981595,Closed with explanation,Yes,No
990381,Closed with explanation,Yes,No
